"9708e375-3110-457b-bf2b-6404996f3023","edition","2022-12-06"
"04ab5286-50ac-4de3-9944-bcca8de09294","edition","2022-09-13"
"705ddd33-f8b3-48f9-9b7e-8dff5ffd9445","edition","2015-09-14"
"ab4bb8fa-fcc5-4939-acd9-282be9040d83","edition","2014-12-01"
"adeddb4f-834f-42b3-a857-f079b082abaf","edition","2023-04-30"
"ddbe4936-6581-4984-a47e-236cfae7ad0a","edition","2023-03-06"
"dec97e7d-b149-4ad0-b027-525d1d8421ae","edition","2023-08-22"
"235f939d-b553-454e-8e81-f8f794ce699b","edition","2023-04-19"
"22158dd3-3347-41c1-9103-3340011cbe74","edition","2021-03-24"
"8c1f8375-d5e5-4e6e-a215-c62a2c6068fa","edition","2021-03-04"
"20809492-0659-4cd5-8153-5dd1cd1932a1","edition","2019-12-01"
"ecd6a24c-99ad-41b0-acd9-aba8972c2d16","edition","2019-05-27"
"5cc0c6dc-53b0-4425-95a6-2d94cae00190","edition","2020-12-14"
"dda8df58-03d4-4bee-991a-70ef2e0965fc","edition","2023-09-11"
"1ab0de4a-40dc-4995-96ab-84872eaca46c","edition","2018-12-01"
"4b4fb183-fecb-428b-924e-ec9609d35f19","edition","2016-12-01"
"95d88562-ddb9-4713-8473-b0ddb62dfd8c","edition","2017-12-01"
"5f8907d4-ede8-482a-8476-fe882cf504f6","edition","2021-12-14"
"b1ad2506-61eb-479f-86e5-74f612599586","edition","2021-03-30"
"039e8fb8-82cf-49f1-a2bb-9a2e404d4adb","edition","2022-08-28"
"6cb44f9d-8aa3-45b7-bf7d-8c16b1a58d23","edition","2023-05-31"
"c6028aac-8d3d-42d6-9b3a-518cba987fda","edition","2022-06-08"
"33ae0785-e58c-4275-a5e1-d3328593e246","edition","2022-04-26"
"8f4598a8-5d45-4d72-8f4f-57765fa48284","edition","2018-06-01"
"217b56fd-37c4-4097-bd04-cfb23ce4b685","edition","2017-05-03"
"c6e48375-b2aa-4379-8345-36c63f1f7177","edition","2016-07-06"
"82f294ef-9c57-4161-af1a-d22231e018f4","edition","2015-07-01"
"3a6e5f16-7b16-4dbc-862b-5a9043b98a9d","edition","2014-06-04"
"d0b10e78-7e67-40c8-97c2-e26bf3719f7b","edition","2021-01-26"
"3e2d3ed6-4dad-474d-a3b3-b6f4777d1ed4","edition","2022-11-21"
"99cc4eb3-8320-430a-b3bf-50ff1aa7e8e9","edition","2020-07-01"
"2797d956-e94e-4e11-871f-fa4adfc48e56","edition","2019-07-01"
"d8c4122f-3576-4733-b1f3-fdc2cdbe57c3","edition","2021-05-25"
"0142cf9c-8e3e-4234-9a6d-4427309a49ba","edition","2017-09-19"
"46559a79-c820-4131-83f5-569150f87c3c","edition","2017-05-01"
"291b1887-386f-4639-b5e2-14b70c1babf4","edition","2020-03-01"
"d59da627-a17c-4d50-ba04-030bdc231951","edition","2023-04-03"
"62cc68f0-776e-495a-95ac-578cc9d10a8a","edition","2022-12-27"
"1a1c18eb-f8f4-41c0-b71f-92c050613800","edition","2022-06-21"
"14632f7f-2c5b-48ba-bf13-88d1eb659317","edition","2017-06-01"
"5ac1dd8a-ba8a-444f-bf46-765c1dcf3174","edition","2020-06-22"
"8c0b6294-836f-4e31-a387-1e1b5bf5f294","edition","2017-06-13"
"cd48be3d-a3ad-477c-9a21-f9c40aaaf1a6","edition","2020-09-01"
"f65d0556-9665-4850-b213-e2a67084d4ee","edition","2021-12-07"
"e6eae360-ae2d-4d73-8f53-c1c30883048e","edition","2020-08-24"
"19446d12-6669-4224-9834-d6a3fbc753af","edition","2020-07-23"
"aa842aa3-9609-49bd-b6d4-d623d6ebeca6","edition","2021-11-17"
"691c1602-a5d8-426b-85c8-999915298bbd","edition","2020-12-07"
"5493f8b1-9ccb-4b09-984e-95a298d6cb7b","edition","2020-01-11"
"453073fa-5fc6-43e8-99c2-75a81e9b2ca6","edition","2019-09-01"
"78de952b-c3fd-456c-a298-cd123a37f0dc","edition","2018-09-01"
"1cddcdfd-c9be-4639-902e-6eb0e7c956a8","edition","2017-09-01"
"b431368d-3c12-40a6-bb39-95fb939e833b","edition","2018-08-01"
"a6f200b2-8ecb-4cb5-85f0-d6300772f5c4","edition","2016-08-01"
"bf08ef38-b5e9-41d2-bf60-9d4c3961a061","edition","2018-07-01"
"a98a5376-a207-414b-b3ed-2d088026a31a","edition","2017-10-01"
"44c5efed-9340-4221-8407-7cc1895cfbb8","edition","2023-10-16"
"d209feda-8c75-42aa-803a-94b856717959","edition","2017-08-01"
"44258b28-f1fd-439d-984d-b74e24b6b189","edition","2023-08-16"
"87c417ef-aabb-471d-b31e-7bdbd6cfbd79","edition","2022-08-23"
"652452cb-906b-42ef-ae27-c0de6b7ff73c","edition","2016-07-27"
"fb300fd1-36ac-48f0-89e0-e67a4c64dd00","edition","2015-07-28"
"505dec38-7531-4022-9ca0-ec5a2cd4c9d3","edition","2022-07-25"
"ab22c688-9c85-4f4a-bfcd-7f0a182668d6","edition","2023-07-24"
"30e173d2-fae0-4c35-8316-be1373eff00d","edition","2020-07-01"
"9ca98c40-fda6-4817-83a8-fe2c0f20fddc","edition","2019-07-01"
"c8c137ad-f8a4-4e92-87ce-3d99d6691d7f","edition","2021-07-26"
"39feb467-5564-4412-bb6b-c8dd5d144f6f","edition","2018-07-01"
"e672e9c8-7f40-45fd-b19c-41be043913a4","edition","2017-07-01"
"48e89d1e-f607-468c-aecf-aab3e8547629","edition","2016-04-01"
"31bbdf8c-d762-4a09-be2d-e09f8dda3c2a","edition","2016-05-28"
"254890a2-7891-4c83-a34b-514fb8c73128","edition","2023-05-20"
"73b86a3e-1821-4b76-b47e-0420bb9b4a8c","edition","2020-08-01"
"7d2c7677-87a9-435a-b75f-0325514edfda","edition","2021-05-22"
"e583c1aa-3cdd-42ea-96ea-0dfa79fb67f7","edition","2017-05-01"
"0b2c1f20-4b68-4e35-bd51-8e422f9a96b1","edition","2015-07-15"
"f2a2c830-b334-46d4-aaf6-81d046859f88","edition","2021-06-29"
"84f02394-81e9-4305-ac6b-c06f825b8b8c","edition","2021-02-22"
"e3df7763-4575-42a5-ab39-6e3ddd59bf93","edition","2023-06-13"
"5066584c-878e-4a3c-bea1-70d6c2fbe210","edition","2016-06-01"
"6f4c2b25-07f7-4662-9bd2-dc54dc6a5684","edition","2018-06-01"
"b85c9743-aea8-4cc5-afad-eeb6d7c6b3ba","edition","2023-10-01"
"8578a909-7dcd-4a17-b845-45dd2382d554","edition","2022-11-23"
"4eadd83d-ae5c-4886-922b-f1561174c97b","edition","2023-03-02"
"1d32777a-f561-44f4-929b-35bb071106ac","edition","2022-10-23"
"882df504-1433-414b-93d4-4302f67bbd70","edition","2020-10-24"
"839b71ab-3d0f-4c21-af00-01f5a8d2ad16","edition","2023-07-03"
"0cccca83-d4e8-48c3-bd3d-673ec519bed1","edition","2019-04-01"
"4bc2f54e-9275-4ab6-86e8-03bb22f6c92a","edition","2019-02-21"
"2e647140-c348-413b-8f41-884ceab742ce","edition","2018-04-10"
"05fcba2c-e0a9-44b4-b2a0-1e7e89f83bfb","edition","2023-05-10"
"83324eed-c021-4188-ab3b-32e414e2f23c","edition","2019-07-01"
"cd8fb305-263c-4602-85fb-d15f9eddc942","edition","2023-12-04"
"a93ee16d-4234-4baf-acc8-f3e008f06e70","edition","2023-02-06"
"ee9ff32e-dd38-47ff-9b81-cd43e8060e37","edition","2022-12-01"
"cb423f3f-180c-411d-92e9-26528e36fc0e","edition","2020-10-12"
"0f78b361-a6e1-47ed-a43f-ebb50f26a9a8","edition","2023-12-18"
"98248102-5395-4f9f-a9b2-2647598ec8bc","edition","2023-02-20"
"ee992a66-fc0a-4063-a998-35bbd5d01260","edition","2022-05-06"
"e2b4ee52-4bfc-4b83-9b48-8b89fed8280f","edition","2022-10-29"
"b23067df-0d8e-4c39-a2ab-468bdec075a8","edition","2023-10-02"
"4323ea25-4d0a-4a32-8b01-0fad112f80be","edition","2022-10-24"
"d00b0a67-4c57-4375-8c38-6530344dd64f","edition","2022-12-09"
"82adf07e-9f7d-4c19-a6fc-6c34ff96e6bf","edition","2021-12-01"
"cac6a075-1ae4-4b13-9b68-d13274adaac1","edition","2021-10-28"
"7fc4507c-85b8-4d9d-8838-aac6f56e2d6f","edition","2022-02-28"
"2cb9d3a7-88fc-45de-b9ce-c96308a5101d","edition","2023-12-16"
"f6777d44-51d8-4565-b5bb-481096ea1374","edition","2023-04-18"
"fcae8f8b-16ca-4469-8ccf-f80f96304aa2","edition","2022-04-05"
"40b8cf7c-dcee-4a6c-84fc-95a3ecb3f00a","edition","2023-04-17"
"600da846-e374-4cba-973f-aec0b9dad282","edition","2024-01-25"
"33205261-759e-4bde-a9c5-e927ac00fd3b","edition","2020-10-11"
"7d66fc61-11dc-4937-ab6c-41910cf14557","edition","2017-10-01"
"dc1630db-b31d-415d-8c47-660d7dfb2c6b","edition","2020-09-28"
"086b7756-7276-4323-826e-6f50514abf0d","edition","2020-12-01"
"d5759805-4d88-471f-833d-d2a9934eaabb","edition","2022-05-23"
"85952be6-23d2-49b4-81ba-17d87c8019f7","edition","2020-05-01"
"b31f4efa-5cd0-47e8-92da-4c2faabe29d4","edition","2020-12-01"
"b8884fd9-9496-4691-a6b4-4d979b7bafe5","edition","2022-11-28"
"ae1aff85-88f4-47bd-9df7-21de7c911159","edition","2020-10-08"
"4b5ea3dc-f16e-40ee-867c-e563564a644c","edition","2018-08-01"
"f88468b0-23df-4a76-bbed-50c06df3ad13","edition","2019-11-01"
"43519ddc-3a77-4d47-87e4-7642514b4d92","edition","2022-07-08"
"6689b0b7-fd2d-40cc-b57e-245e62b94dcc","edition","2021-10-22"
"8011313c-5cf3-4e06-8042-3cca6dde0873","edition","2017-10-01"
"edad4a68-3026-4e11-bc21-8afadfa223c3","edition","2021-09-09"
"9d526718-48a1-4adc-87a3-aa337279d964","edition","2017-12-01"
"d94e6f2d-02e4-4ecc-b4a5-351993ad6536","edition","2018-11-01"
"29d29746-6c42-488f-8af5-dc3d8b97297b","edition","2017-06-06"
"e1d87092-1192-49b4-8b17-30d69e920d06","edition","2018-05-18"
"d35f6090-96c3-4225-98d4-40a21af5a0a1","edition","2020-10-16"
"cb8221c3-d4ba-4a28-a7fa-d33bbfd0bc33","edition","2018-05-01"
"0ec4cb4f-4737-47a3-be3c-85a0ec7f434c","edition","2022-11-19"
"439c9c0a-8a3d-4ed5-b664-00c18d054665","edition","2017-08-01"
"dc35634d-f303-493e-ab3c-5073c31fec56","edition","2017-07-01"
"81f46648-8259-4a79-8fd8-761e1429d0ec","edition","2018-07-01"
"4faeaf00-8a2b-4b4f-b305-2bcb05798648","edition","2021-11-26"
"2ed5d83c-2620-4354-96c9-9ee2fbd352eb","edition","2016-11-01"
"432cabc7-1fb5-498f-bc27-1a1bd604d7b6","edition","2015-12-28"
"a81517ac-a2ff-4d60-82a2-30752d9d7c75","edition","2016-09-01"
"bb315184-ebc4-4344-b5fd-1305ef94d8d8","edition","2015-11-05"
"3f89a988-dcdb-41a7-ae8f-0e176fcb2d9e","edition","2022-10-09"
"aa4a8da9-41c0-411a-abd0-41f167a2faa9","edition","2017-08-01"
"789f5a3d-8914-44e3-b6c8-e587f684b905","edition","2016-06-12"
"4d587131-6a18-45c0-8d3a-f0f5cb54d209","edition","2022-05-04"
"9efeb9d2-c205-421f-9382-9404c1e4f016","edition","2019-12-01"
"d2298041-1dfd-47f7-99ea-6a12bae8b3df","edition","2015-05-06"
"dcd178f6-3401-45a5-8c3a-06c55a900c80","edition","2022-10-09"
"92489011-5058-4763-8bb8-a3f72ea7f44e","edition","2017-12-01"
"8c67120d-151a-4c21-a153-8be6454b7797","edition","2020-05-01"
"be198d9b-84a6-4759-8524-7fcceced8f4c","edition","2020-02-01"
"15db68d3-5927-4bfd-9161-6e982fb672ed","edition","2019-06-12"
"720d7f60-58b7-49cd-93c6-3132f47d9912","edition","2018-06-01"
"f3626e0e-6768-4b46-8b18-d4d031d8a0d3","edition","2018-10-01"
"14adfb45-0d03-4bf1-8fc8-16c9d86ff3bd","edition","2017-09-01"
